path,prompt,nim_safe_prompt,ratio,done
content/characters/lucas_morales/assets/lucas_morales__contemplative.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical clothing suited to his environment, with personal items reflecting his role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. A thoughtful pause, looking at the camera, 3/4 take. Eyes softening into the middle distance, lips relaxed, head tilted. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. A thoughtful pause, looking at the camera, 3/4 take. Eyes softening into the middle distance, lips relaxed, head tilted. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucas_morales/assets/lucas_morales__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical clothing suited to his environment, with personal items reflecting his role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Warm resting expression with a subtle knowing half-smile, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. Warm resting expression with a subtle knowing half-smile, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/lucas_morales/assets/lucas_morales__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical clothing suited to his environment, with personal items reflecting his role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Steady resolve, looking directly at the camera, 3/4 take. Eyes fixed and sharp, defined jaw set, mouth firm. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. Steady resolve, looking directly at the camera, 3/4 take. Eyes fixed and sharp, defined jaw set, mouth firm. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucas_morales/assets/lucas_morales__focused.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical clothing suited to his environment, with personal items reflecting his role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Absorbed concentration over his studies, looking at the camera, 3/4 take. Eyes intent, brows knit, lips pressed in quiet focus. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. Absorbed concentration over his studies, looking at the camera, 3/4 take. Eyes intent, brows knit, lips pressed in quiet focus. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucas_morales/assets/lucas_morales__happy.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical clothing suited to his environment, with personal items reflecting his role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. A warm, genuine smile, looking at the camera, 3/4 take. Eyes brightening, cheeks lifting, the half-smile opening into full warmth. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a broad-shouldered Latino man. His frame is solid and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. His expression is warm, as he offers a subtle, knowing half-smile. His dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. A warm, genuine smile, looking at the camera, 3/4 take. Eyes brightening, cheeks lifting, the half-smile opening into full warmth. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucas_van_der_meer/assets/lucas_van_der_meer__contemplative.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Haunted reflection between patients, looking at the camera, 3/4 take. Eyes distant and hollow, lips relaxed, the weight of his past visible. same art style as the character base, same earbud and work clothing, clinical lighting. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. Haunted reflection between patients, looking at the camera, 3/4 take. Eyes distant and hollow, lips relaxed, the weight of his past visible. same art style as the character base, same earbud and work clothing, clinical lighting. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucas_van_der_meer/assets/lucas_van_der_meer__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Haunted resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. Haunted resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/lucas_van_der_meer/assets/lucas_van_der_meer__focused.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Professional concentration, looking at the camera, 3/4 take. Eyes narrowing with intent, lips firm. The doctor resurfacing with care. same art style as the character base, same earbud and work clothing, clinical setting. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. Professional concentration, looking at the camera, 3/4 take. Eyes narrowing with intent, lips firm. The doctor resurfacing with care. same art style as the character base, same earbud and work clothing, clinical setting. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucas_van_der_meer/assets/lucas_van_der_meer__tender.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Quiet compassion surfacing, looking gently at the camera, 3/4 take. Eyes warming with care, lips curving in a soft, weary smile. same art style as the character base, same earbud and work clothing. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. Quiet compassion surfacing, looking gently at the camera, 3/4 take. Eyes warming with care, lips curving in a soft, weary smile. same art style as the character base, same earbud and work clothing. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucas_van_der_meer/assets/lucas_van_der_meer__vulnerable.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. An unguarded moment, looking slightly down, 3/4 take. Eyes glassy and soft, brow drawn, lips parted. The haunted man beneath the doctor. same art style as the character base, same earbud and work clothing. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Dutch man in his early 30s. His frame is thin and un-sculpted. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and pale blue eyes that are bloodshot, unfocused, and haunted. His expression is haunted, as he stares past the viewer with distant, haunted eyes. His sandy blond hair is grouped into simple, un-styled flowing shapes. An unguarded moment, looking slightly down, 3/4 take. Eyes glassy and soft, brow drawn, lips parted. The haunted man beneath the doctor. same art style as the character base, same earbud and work clothing. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucia_torres/assets/lucia_torres__calculating.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to her earlobe. She wears minimalist, pocketless practical clothing suited to her environment, with personal items reflecting her role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Sharp strategic focus, looking intensely at the camera, 3/4 take. Eyes narrowed, brows drawn, lips a thin line. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. Sharp strategic focus, looking intensely at the camera, 3/4 take. Eyes narrowed, brows drawn, lips a thin line. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucia_torres/assets/lucia_torres__contemplative.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to her earlobe. She wears minimalist, pocketless practical clothing suited to her environment, with personal items reflecting her role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. A reflective pause, looking at the camera, 3/4 take. Eyes softening into the middle distance, jaw relaxed, lips set thoughtfully. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A reflective pause, looking at the camera, 3/4 take. Eyes softening into the middle distance, jaw relaxed, lips set thoughtfully. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucia_torres/assets/lucia_torres__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to her earlobe. She wears minimalist, pocketless practical clothing suited to her environment, with personal items reflecting her role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Calm determined resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to her earlobe. Calm determined resting expression, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/lucia_torres/assets/lucia_torres__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to her earlobe. She wears minimalist, pocketless practical clothing suited to her environment, with personal items reflecting her role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Steady resolve, looking directly at the camera, 3/4 take. Eyes fixed and sharp, defined jaw set, mouth firm. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to her earlobe. Steady resolve, looking directly at the camera, 3/4 take. Eyes fixed and sharp, defined jaw set, mouth firm. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/lucia_torres/assets/lucia_torres__happy.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to her earlobe. She wears minimalist, pocketless practical clothing suited to her environment, with personal items reflecting her role. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. A warm, genuine smile, looking at the camera, 3/4 take. Eyes brightening, lips curving up, the composed bearing warming. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a medium-height Latina woman. Her frame is solid and un-sculpted. She exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes, dark expressive eyes, a straight nose, and a defined jaw. Her expression is calm and determined, as she meets the viewer with steady, composed bearing. Her dark hair is grouped into simple, un-styled flowing shapes. A warm, genuine smile, looking at the camera, 3/4 take. Eyes brightening, lips curving up, the composed bearing warming. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/luis_contreras/assets/luis_contreras__contemplative.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a lean Shipibo-Konibo man in his early 20s. His frame is lean and wiry. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and dark brown eyes that are thoughtful and reserved. His expression is warm, as he offers a subtle, knowing half-smile. His thick black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. A thoughtful pause, looking at the camera, 3/4 take. Eyes softening into the middle distance, lips relaxed, head tilted. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a lean Shipibo-Konibo man in his early 20s. His frame is lean and wiry. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and dark brown eyes that are thoughtful and reserved. His expression is warm, as he offers a subtle, knowing half-smile. His thick black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. A thoughtful pause, looking at the camera, 3/4 take. Eyes softening into the middle distance, lips relaxed, head tilted. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/luis_contreras/assets/luis_contreras__default.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a lean Shipibo-Konibo man in his early 20s. His frame is lean and wiry. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and dark brown eyes that are thoughtful and reserved. His expression is warm, as he offers a subtle, knowing half-smile. His thick black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Warm resting expression with a subtle knowing half-smile, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a lean Shipibo-Konibo man in his early 20s. His frame is lean and wiry. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and dark brown eyes that are thoughtful and reserved. His expression is warm, as he offers a subtle, knowing half-smile. His thick black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. Warm resting expression with a subtle knowing half-smile, looking at the camera, 3/4 take. same art style as the character base, same clothing and backdrop. Clean confident linework, painterly soft shading, muted natural palette, zero conventional beauty templates.",3:4,0
content/characters/luis_contreras/assets/luis_contreras__determined.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a lean Shipibo-Konibo man in his early 20s. His frame is lean and wiry. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and dark brown eyes that are thoughtful and reserved. His expression is warm, as he offers a subtle, knowing half-smile. His thick black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Steady resolve, looking directly at the camera, 3/4 take. Eyes fixed and sharp, jaw set, mouth firm. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a lean Shipibo-Konibo man in his early 20s. His frame is lean and wiry. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and dark brown eyes that are thoughtful and reserved. His expression is warm, as he offers a subtle, knowing half-smile. His thick black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. Steady resolve, looking directly at the camera, 3/4 take. Eyes fixed and sharp, jaw set, mouth firm. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
content/characters/luis_contreras/assets/luis_contreras__focused.png,"premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a lean Shipibo-Konibo man in his early 20s. His frame is lean and wiry. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and dark brown eyes that are thoughtful and reserved. His expression is warm, as he offers a subtle, knowing half-smile. His thick black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. He wears minimalist, pocketless practical work clothing. The backdrop is a weathered urban Latin American building under intense vertical tropical sunlight, creating soft volumetric depth. Clean confident linework with vector-like cleanliness, painterly soft shading, muted natural palette, zero conventional beauty templates. Absorbed concentration over his studies, looking at the camera, 3/4 take. Eyes intent, brows knit, lips pressed in quiet focus. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.","premium contemporary graphic novel realism, refined editorial line art illustration, waist-up portrait of a lean Shipibo-Konibo man in his early 20s. His frame is lean and wiry. He exhibits a deeply unique, un-idealized facial anatomy with realistic eye sizes and dark brown eyes that are thoughtful and reserved. His expression is warm, as he offers a subtle, knowing half-smile. His thick black hair is grouped into simple, un-styled flowing shapes. A small sport non-in-ear earbud is clipped firmly to his earlobe. Absorbed concentration over his studies, looking at the camera, 3/4 take. Eyes intent, brows knit, lips pressed in quiet focus. same art style as the character base, same earbud and clothing, same backdrop. Clean confident linework, painterly soft shading, muted natural palette.",3:4,0
